timestamps,eeg_1,eeg_2,eeg_3,eeg_4,note
1751406998.0331452,711.32574,731.68225,732.47876,527.2325,
1751406998.0370357,726.7259,736.8156,741.8605,921.88245,
1751406998.0409262,735.3995,733.0098,740.26733,1023.9303,
1751406998.0448167,727.1684,731.0627,732.7443,743.36505,
1751406998.0487072,709.55566,728.319,723.9822,422.88348,
1751406998.0525978,708.7591,726.2833,726.5489,484.21838,
1751406998.0564883,725.6638,727.3454,733.0098,874.266,
1751406998.0603788,737.4351,729.8236,730.7972,1036.5867,
1751406998.0642693,727.52246,722.30054,727.2569,787.6183,
1751406998.0681598,710.4407,717.4327,723.4511,443.948,
1751406998.0720503,712.4763,727.1684,722.7431,446.16064,
1751406998.0759408,728.14197,734.3374,726.9029,823.9944,
1751406998.0798314,739.6478,733.45233,728.93854,1029.6832,
1751406998.0837219,731.2397,728.67303,728.67303,819.038,
1751406998.0876122,714.689,723.6282,725.7523,469.1723,
1751406998.0915027,712.4763,725.5753,722.7431,406.15576,
1751406998.0953932,726.9914,729.7351,726.7259,759.7388,
1751406998.0992837,743.8961,726.1063,732.5673,1020.1245,
1751406998.1031742,736.46155,727.2569,727.87646,859.0429,
1751406998.1070647,717.3442,729.02704,720.2649,498.2024,
1751406998.1109552,712.1223,726.1948,720.2649,377.6567,
1751406998.1148458,720.1764,723.6282,727.1684,698.9349,
1751406998.1187363,737.6122,724.51324,731.68225,1002.4232,
1751406998.1226268,738.76276,727.2569,726.5489,891.6133,
1751406998.1265173,719.5569,723.4511,721.32697,535.5521,
1751406998.1304078,711.8568,723.8052,718.05225,366.77045,
1751406998.1342983,722.7431,731.3282,726.0178,646.09656,
1751406998.1381888,734.60297,732.30176,736.10754,981.3587,
1751406998.1420794,734.60297,724.1592,732.21326,930.9101,
1751406998.1459699,721.32697,725.04425,726.5489,588.92145,
1751406998.1498604,711.41425,733.1868,725.6638,366.15088,
1751406998.1537509,719.1143,734.0719,728.76154,597.418,
1751406998.1576414,736.8156,733.8064,731.0627,966.3126,
1751406998.1615319,746.02026,730.3546,732.7443,978.61505,
1751406998.1654224,734.69147,728.76154,734.51447,658.3989,
1751406998.1693130,717.69824,730.8857,728.14197,391.72922,
1751406998.1732035,721.14996,731.59375,726.8144,563.96265,
1751406998.1770940,739.9133,732.12476,729.9121,945.6022,
1751406998.1809845,745.2237,729.38104,732.5673,1010.3888,
1751406998.1848750,728.93854,725.8408,726.1063,712.2993,
1751406998.1887655,717.1672,729.6466,719.1143,415.27194,
1751406998.1926560,720.1764,732.03625,728.14197,524.75433,
1751406998.1965466,736.9926,733.36383,735.57654,911.6157,
1751406998.2004371,749.91455,734.1604,733.36383,1031.7189,
1751406998.2043276,732.03625,725.5753,730.9742,759.65027,
1751406998.2082181,712.7419,723.4511,726.9914,437.84106,
1751406998.2121086,718.22925,731.4167,726.1948,485.90002,
1751406998.2159991,730.0891,735.75354,731.0627,863.0257,
1751406998.2198896,738.58575,733.8949,734.957,1041.0121,
1751406998.2237802,731.68225,724.4247,727.69946,813.0196,
1751406998.2276707,711.32574,724.3362,721.85803,465.1895,
